Title,Ingredients,Loves,kategori
Mie ayam,1/2 kg ayam fillet--1/2 kg ceker ayam--bila suka Tetelan ayam--Bahan minyak ayam :--Kulit ayam--Minyak goreng--2 siung bawang putih cincang--Bahan tambahan :--Mie kuning--1 ikat sawi--Daun bawang--Daun seledri--1 batang serai geprek--1 daun jeruk--1 daun salam--Laos geprek--Bawang goreng--Kecap manis--Kecap asin--Bahan sambal :--15 cabe rawit--2 siung bawang putih--Bumbu yang dihaluskan :--5 siung bawang merah--2 siung bawang putih--1 ruas jari jahe--1 ruas jari kunyit--1 buah kemiri--Merica bubuk--,7,ayam
"Chicken wings ""saori"" super simple",1/2 kg sayap ayam--6 siung bawang putih--2 sdm saori saus tiram--4 sdm saori saus teriyaki--1/4 sdm lada--,3,ayam
Tim Ayam Bawang,1 ekor ayam potong sesuai selera (saya potong 12)--4 siung bawang merah iris tipis--3 siung bawang putih iris tipis--4 batang daun bawang potong serong--1 buah bawang bombay ukuran sedang--1 ruas jari jahe--penyedap rasa ayam secukup nya--,6,ayam
Ayam richeese saos fire & keju,Adonan ayam crispy:--Tepung serbaguna--7 sayap ayam--1 Telur ayam kocok lepas--Saos fire:--2 sdm saos sambal--2 sdm saos tomat--3 sdm saos barbeque (delmonte)--1 sdt minyak wijen--1 sdm saos tiram--3 siung bawang putih geprek--1 sdm bon cabe--1 sdt kecap manis--Saos keju:--100 ml susu uht full cream--secukupnya Keju parut chedar--1 sdm maizena (larutkan dengan air)--Margarin--,7,ayam
Sup kembang tahu+bakso ayam,100 gram kembang tahu kering--2 buah wortel potong dadu--6 buah ceker ayam--10 buah bakso ayam--1 ltr air--secukupnya Garam dan merica--secukupnya Daun bawang--,13,ayam
Ayam jamur barbecue,500 gr Sayap ayam--100 gr Jamur campion--1/2 siung bawang Bombay--3 siung bawang putih--1 sendok makan saus kikoman--1 sendok makan saus tiram--2 sendok makan saus barbecue--1 sendok makan kecap manis--Sejumput merica dan garam--Minyak untuk menggoreng--100 ml air--,2,ayam
Ayam bumbu kuning,500 gr sayap ayam potong 2--100 gr kelapa parut--6 siung bawang merah--4 siung bawang putih--1 sdt kunyit bubuk / 2 cm kunyit--secukupnya garam--secukupnya merica--1/2 sdt biji pala bubuk--300 ml air--minyak goreng--2 batang sereh (memarkan)--2 lembar salam--2 cm lengkuas (digeprek)--,7,ayam
"Semur Ati Ayam, Telur Puyuh, Tahu","5 buah ati ayam, cuci bersih--6 Butir telur puyuh, rebus lalu kupas--3 buah tahu, potong melintang lalu goreng (jangan terlalu kering)--1 buah tomat, potong-potong--1 buah sereh, ambil putihnya, geprek--1 buah daun salam--2 cm lengkuas geprek--3 sdm minyak goreng--secukupnya Kecap manis--secukupnya gula merah, garam, lada--secukupnya air--Bumbu Halus:--5 siung bawang merah--3 siung bawang putih--1 cm jahe--1 cm kunyit--2 butir kemiri--1 buah cabai keriting--",6,ayam
Soto Ayam Kampung,1 kg ayam kampung--1 batang serai geprek--1 daun jeruk--Daun seledri--Daun bawang--Bawang goreng--Jeruk nipis--Bumbu yg dihaluskan :--7 siung bawang merah--3 siung bawang putih--2 ruas jari kunyit--2 ruas jari jahe--sedikit Laos--secukupnya Merica bubuk--Bahan pelengkap--Bihun atau soun--Gubis--Kecambah--,8,ayam
Mie ayam by dapur mama R&M,Ayam (saya pakai separuh dada ayam)--1 bungkus mie telor--Secukupnya pokcoy--Secukupnya daun bawang--1 lembar daun salam--Secukupnya air--Secukupnya gula--Secukupnya garam--Secukupnya kecap--Penyedap rasa (optional)--3 siung bawang putih--2 siung bawang putih (geprek)--4 siung bawang merah--1/2 sdt ketumbar--2 butir kemiri--1 ruas kunyit--Lada bubuk--,2,ayam
Steak ayam saos lada Hitam,"4 filetan dada ayam--Bumbu untuk ayamnya :--1/2 sdt lada hitam--1/2 sdt royco ayam--1/2 sdt bubuk bawang putih--Bahan tepung :--100 gram tepung--1/2 sdt lada--1/2 sdt royco--1/2 sdt bawang putih--1-2 butir telur (bisa di skip)--Minyak untuk menggoreng--Wijen sangrai untuk hiasan--Wortel, kentang, buncis untuk lalapan--Bahan saos :--2 sdm saos tiram--1 buah bawang bombay--4 siung bawang putuh--1/2 sdm royco--1/2 sdm gulpas--1/2 sdt lada hitam bubuk--Larutan meizena--1 gelas kecil air--",1,ayam
Ayam saos nanas pedas manis,Bahan 1 :--400 gr dada ayam filet--1 sdm tepung maizena--Kecap asin--Bahan 2:--2 sdm saos pedas--1-2 sdm minyak wijen--2 sdm kecap manis--2 sdm saos tiram--secukupnya Lada bubuk--Bahan 3:--3 bh Bawang putih--1 bawang bombay potong kotak--1 paprika potong kotak (sy pakai cabe merah)--Bbrp potong nanas--secukupnya Gula dan garam--,7,ayam
Ayam Santan Ngamuk,"Ayam 1/2 kg,potong sesuai selera--6 siung Bawang putih--4 siung Bawang merah--2 ons Cabe merah--secukupnya Gula merah--1 sendok Kecap manis--3 lembar Daun jeruk--Kemiri 4 butir,goreng--Jeruk limau--1 bungkus Lada bubuk--secukupnya Santan kental--1/2 sendok Gula pasir--secukupnya Garam--secukupnya Air--",6,ayam
Ayam asam manis,"3 iris ayam (potong kecil2 sesuai selera)--Secukupnya tepung serbaguna--1 biji telur--Bahan saos :--2 buah cabe merah besar (buang biji, iris memanjang)--1 buah bawang bombay--3 siung bawang putih--Secukupnya wortel (iris memanjang)--Secukupnya kacang polong--5 sdm saus tomat--1 sdm saos sambal--Secukupnya tepung maizena (dilarutkan)--",2,ayam
Ayam bumbu Betutu,1/2 ekor ayam kampung--10 bawang merah--6 bawang putih--1 ruas lengkuas--15 cabe rawit merah--6 cabe merah--5 kemiri--Kunyit (secukupnya)--1 sdt ketumbar--1 terasi abc--Sereh--2 daun jaruk--2 daun salam--,3,ayam
Siomay Ayam Udang,"150 gr ayam, blender--150 gr udang cincang kasar--1 btr telur--1 btr bawang putih, blender bersama ayam--1 bh wortel parut, sisihkan sedikit u/ taburan--1 btg daun bawang--1 sdm saus tiram--1 sdm minyak wijen--Garam--Merica--Kulit siomay--",6,ayam
Ayam Kecap Manis Cabai,"500 gr ayam--3 siung bw putih, geprek cincang--1 bh cabe merah besar, iris serong--1/2 sdt merica bubuk--3-4 sdm kecap manis--200 ml air--Secukupnya garam--3 sdm minyak sayur--Secukupnya daun bawang, utk taburan--",164,ayam
Spicy chicken wings keto/low carb,"1/2 kg sayap ayam belah dua--bumbu rendam :--4 siung bwg putih haluskan (garlic powder kl ada,sy blm ada...)--1 sdt lada bubuk (lada hitam)--secukupnya garam--cabe bubuk 1 sdm,tambahkan bila ingin lebih pedas--bumbu siram:--1 s/d 2 sdm butter--1 s/d 2 sdm kecap tropicana slim--1 sdm kecap asin--1 sdm atau lebih cabe bubuk--secukupnya garam--secukupnya air matang--minyak goreng untuk menggoreng--",6,ayam
Ayam Pedas Kemangi,1 kg ayam--2 ikat daun kemangi--1 batang serai (geprak)--2 lembar daun salam--2 lembar daun jeruk--1 ruas jari laos (geprak)--Jeruk nipis--Gula--Garam--Merica bubuk--Kaldu ayam--Bumbu halus :--2 siung bawang putih--6 siung bawang merah--2 cabe merah besar--20 cabe rawit atau sesuai selera--1 butir kemiri--Sejumput kecil ketumbar--1 ruas jari jahe--2 ruas jari kunyit--,8,ayam
Sup Ayam Segarrrrr,"2 Dada Ayam Cuci Bersih n Iris Kotak (Dadu)--Secukupnya Air--Secukupnya Garam Halus--Secukupnya Gula Pasir--Secukupnya Merica Butir--Secukupnya Daun Bawang, Cuci Bersih n Iris Sesuai Selera--Seledri Secukupnya, Cuci Bersih n Iris Sesuai Selera--2 Batang Serai,Cuci Bersih n Geprek--3 Lembar Daun Salam, Cuci Bersih--3 Lembar Daun Jeruk,Cuci Bersih--1 Ruas Jahe, Kupas,Cuci Bersih n Geprek--Bumbu Yg DiGoreng Hingga Layu:--9 Siung Bawang Merah Kupas n Cuci Bersih--7 Siung Bawang Putih Kupas n Cuci Bersih--Sayuran:--100 Grm Wortel Kupas, Cuci Bersih n Iris Sesuai Selera--100 Grm Kembang Kol,Petik Dr Kuntumnya n Cuci Bersih--100 Grm Kentang Kupas n Cuci Bersih n Iris Sesuai Selera--50 Grm Buncis, Bersihkan Bagian Pinggirnya n Cuci Bersih--",12,ayam
Steak ayam panir keju,"1 buah dada ayam filet. Iris menjadi 2 bagian--secukupnya Tepung terigu--1 butir telur. Kocok lepas--2 sdm cabe bubuk--secukupnya Tepung panir--100 gr keju parut (blh di skip)--Bahan marinate:--secukupnya Susu cair--secukupnya Garam--secukupnya Merica--4 siung bawang putih, haluskan--",6,ayam
Grilled chicken breast,"1/2 potong dada ayam fillet--Secukupnya bawang bombay iris memanjang--Secukupnya paprika merah iris memanjang--1 siung bwg putih cincang--Secukupnya keju melted--1/2 sdt garam,--Secukupnya lada--Minyak sayur / olive--Hiasan:--1 lbr selada--5 bh tomat kecil--",6,ayam
Sambal ayam penyet,Ayam goreng (resep ungkepnya ada di resep ku yg lain ya)--Daun singkong (klop banget sm lalapan rebusan daun singkong loh)--15-20 Cabe orens--1-2 bawang putih--Minyak panas--Royco (rasa sapi)--Garam--Gula pasir (yg ga pengen terlalu pedas boleh pake gula dikit)--,2,ayam
Chicken Pop Bumbu Sambel Bawang Tumis,1/4 kg Dada Ayam--Jeruk nipis--1 1/2 bks Tepung serbaguna--Bahan Sambel :--15 Siung bawang merah--1 Siung bawang putih--3 biji cabe rawit (sesuai selera)--1 biji cabe keriting--2 buah tomat--Lain-lain :--Minyak goreng--Garam--Mecin--Gula--Terasi--,6,ayam
Ayam Ukep Bumbu Bebek,"1 kg ayam segar bersih--3 siung bawang merah (a)--7 siung bawang putih (a)--1/2 sdm ketumbar (a)--1 ruas kunir (1 cm) (a)--1/2 cm jahe hanya supaya ayam tdk amis (a)--2 btg sereh (digeprek)--5 lbr daun jeruk--Lengkuas diparut,jmlh sesuai selera(saya skip krn gaada parutan)--Garam--",6,ayam
Soto ayam special,1/2 kg ayam kampung--1/4 kg jeroan ayam--1/2 kg kentang--5 telur ayam--1/4 kg bwg merah buat taburan--1/4 kg bwg putih buat taburan--1/4 kg toge kecil--Seledri--Jeruk nipis--Bumbu :--1/4 kg bwg merah--1/4 kg bwg putih--Lengkuas--Kunyit--Kemiri--Jahe--Serai--Daun jeruk--,3,ayam
Ayam Goreng Tepung,"5 potong paha ayam--4 siung bawang putih, dihaluskan--secukupnya Garam--secukupnya Lada--Kaldu bubuk (optional, klo bisa yg non msg ya soalnya buat anak)--1 btr telur--Bahan pelapis :--4 sdm Tepung terigu--2 sdm tepung maizena--Garam secukupnya (diresep aslinya gak pake garam)--",3,ayam
Soto ayam,350 gr ayam--Bumbu :--5 bawang merah--3 bawang putih--Kunyit seruas jari--seruas Lengkuas--seruas Jahe--Gula--Garam--Kaldu ayam--Lada--sedikit Ketumbar--1 Sereh geprek--2 daun salam--Isian :--Kol iris tipis--iris Daun sop--Tauge--Bawang goreng--,5,ayam
Ayam Dan Tempe Goreng Serundeng,1 dada ayam--1/2 kelapa parut--2 tempe (potong agak tebal)--3 siung bawang putih (dihaluskan)--1 ruas jari kunyit (dihaluskan)--secukupnya Garam--secukupnya Penyedap royco--3 lembar daun salam--2 batang sereh--secukupnya Air masak--,1,ayam
Nugget ayam simpel,500 gr ayam giling--6 buah bawang merah--4 bawang putih--2 sdm tepung kanji--3 sdm tepung oatmeal--2 telur ayam--Brokoli--Wortel--Garam--Kaldu jamur--Bahan celup--2 telur--Tepung roti--,6,ayam
Ayam Goreng ala Kentucky,1 ekor ayam negeri (potong 8)--300 gr tepung terigu (segitiga biru)--100 gr tepung maizena--4 siung bawang putih halus (bisa juga garlic powder)--1 sdt Baking powder--Garam--Lada putih bubuk--Lada hitam dihaluskan--Ketumbar bubuk--Kaldu bubuk--Cabe bubuk--1 butir telur ayam--1 sachet dancow putih--1 sdm cuka dapur/jeruk nipis/lemon--150 ml air hangat--,6,ayam
Opor ayam kuah Susu... 🐥🐓🍶,"1/2 ekor ayam--6 siung bwg merah--5 siung bawang putih--2 buah cabe merah--10 buah cabe rawit merah utuh--2 buah kemiri--1/2 ruas kunyit--1 ruas jahe--2 lembar daun salam--Ketumbar bubuk--1/4 sdt Jintan--secukupnya Lada bubuk--Garam, gula Pasir,kaldu bubuk rasa ayam secukupnya.--500 ml Susu Cair (saya pakai ultra low fat)--Secukupnya air mateng--",7,ayam
Ayam Krispy Sambal Matah,"Bahan ayam Krispy:--2 buah paha atas ayam--1 sachet tepung bumbu merek apa saja ukuran sedang--1 butir telur ayam--1 buah jeruk nipis--secukupnya Garam, merica, penyedap--Bahan sambal matah :--10 buah bawang merah--2 buah cabe rawit (atau sesuai selera)--1/2 sdt terasi--2 sdm minyak goreng--1 buah jeruk nipis--secukupnya Garam, gula, penyedap--",5,ayam
Ayam Suwir Sambal Matah,"1/2 ekor ayam--5 bawang merah--8 buah cabai merah--3 cabai rawit--1/2 bungkus terasi ABC: dibakar lalu haluskan--1 lbr daun jeruk--1 btg serai--1/2 bh jeruk limau--Secukupnya garam, gula, penyedap rasa (opsional)--Secukupnya minyak untuk menumis--",6,ayam
Ayam brokoli saus teriyaki,"1/2 kg dada ayam--1 ons Brokoli--1/2 bawang bombay--2 siung bwg putih--2 siung bwg merah--2 cabe besar merah--2 cabe rawit ijo, (harusnya pake cabe rawit pedas tapi gk ada)--Saos Teriyaki bungkus kecil saori--1 sendok saos tiram--1 sdt royco--1/2 sdt gula--1/2 sdt garam--",2,ayam
Ayam KFC ala NR,500 gr tepung roti--250 gr tepung bumbu sajiku--2 butir telur--1 ekor ayam--100 ml air es--1 sdt garam--1 sdt lada--1 ltr myk grg--,6,ayam
Karii Ayam Simple 🐔,"1 bh dada ayam potong dadu--1 bh wortel potong dadu--2 bh kentang potong dadu--1/2 bh kol iris--Bumbu halus :--5 bh Bawang merah besar--2 siung Bawang putih--3 bh Kemiri--1 ruas Jahe--1 sdm ketumbar--sesuai selera Cabe rawit--5 bh Cabe merah--1 ruas Kunyit--400 ml Santan cair--Kaldu bubuk, Garam, gula dan lada sckpnya--",6,ayam
Ayam Kampung Tanpa Santan(krebek kuning),1 ekor ayam kampung--Bumbu halus:--8 siung bawang merah--6 siung bawang putih--4 butir kemiri--2 buah cabe merah besar(bisa tambahin lagi sesuai selera)--2-3 cm jahe dan kunyit--Bumbu Pelengkap:--2 batang sereh(geprek)--2 lembar daun salam--Cabe rawit secukupnya(biarkan utuh)--Lengkuas (geprek)--Garam dan gula--secukupnya Asam jawa--secukupnya Air kaldu--,6,ayam
Risol sayuran + daging ayam,"Kulit--230 gram terigu--20 gr sagu--1 telur kocok dulu--secukupnya Air--Isian--potong kecil Daging ayam--potong kecil Wortel--Kentang potong kecil, goreng dl--iris Daun bawang--5 siung Bamer--2-3 siung Baput--Royco--Lada--Garam--Gula--Tambahan :--Telur--Tepung panir--",6,ayam
Soto ayam kediri,"1/4 ekor ayam (ayam kampung lebih enak)--1/4 kg ceker atau tulang--2 batang daun bawang--3 batang serai--4 lembar daun salam--3 lembar daun jeruk--1 ruas lengkuas--360 ml santan jika suka pakai santan atau kurang kental kuahnya--secukupnya Penyedap--secukupnya Garam--Pelengkap :--2 batang daun sledri (cincang halus)--Kol secukupnya iris halus--secukupnya Tauge/kecambah kacang hijau--2 buah kentang iris tipis-tipis (goreng kering)--4 buah tahu (goreng,iris tipis)--2 buah tomat potong sesuai selera--Bawang goreng untuk taburan--sesuai selera Kecap manis--Bumbu halus :--12 butir bawang merah--8 butir bawang putih--1 jari kunyit--1 ruas jari jahe--1 ruas kencur--1/4 sdt merica--1/2 sdt ketumbar--3 buah kemiri--",4,ayam
Ayam Rica Crispy,"200 gr fillet ayam--150 gr tepung maizena--50 gr tepung terigu--2 butir telur--3 siung bawang putih cincang--1 buah bawang bombai iris--10 buah cabai rawit dan merah (iris tipis)--1 buah tomat--2 batang daun bawang--6 sdm saus cabai--2 sdm saus tomat--1 sdm saus tiram--1 sdm minyak wijen--150 ml air--Air jeruk nipis untuk marinasi ayam--secukupnya Garam, gula, merica--",4,ayam
Ayam Mentega,1/2 kg Sayap Ayam--6 siung Bawang Merah--4 siung Bawang Putih--Cabai merah besar--Laos--Merica--Gula--Garam--1 Sdm Saos Tiram--1 Sdm Mentega--Daun Bawang--Kecap manis--,5,ayam
Ayam Ungkep Bumbu Kuning,12 potong Ayam--×Bumbu Halus×--8 butir Bawang Merah--6 butir Bawang Putih--2 cm Jahe--3 ruas Kunyit--2 cm Kencur--5 cm Laos--2 jumput Ketumbar--2 sdm Lada--×Bumbu Pelengkap×--4 lembar Daun Jeruk--3 lembar Daun Salam--2 batang Serai--secukupnya Garam--3-4 gelas Air--,5,ayam
Ayam kecap pedas,"100 gr ayam--2 siung bawang putih--1 bh cabe gendot--3 bh cabe rawit domba (bisa ditambah sesuai selera)--1 sdm saos cabe botol (saya pake merk indofood)--1 sdm kecap manis--secukupnya Garam, gula, merica--",0,ayam
Chicken wings cola,"10 potong sayap ayam, cuci bersih, potong jadi 2--300 ml coca cola--1 sendok makan pasta tomat ato saos tomat--4 siung bawang putih, cincang halus--1 ruas jahe, geprek--secukupnya Garam, gula pasir dan merica--Untuk yg suka pedas, boleh ditambah cabai bubuk ato saos sambel--",6,ayam
Ayam suir kecap,1/2 kg ayam--5 sendok makan kecap manis(sy pake kecap Bangau lbih kental)--5 empela ayam--5 cabe rawit--5 cabe merah besar(iria tipis)--5 siung bawang merah--2 siung bawang putih--1 bawang bombay (iris tipis)--2 kemiri--secukupnya Lada bubuk--Penyedap rasa ayam--2 batang sereh--2 lembar daun salam--1 buah tomat (iris tipis)--secukupnya Garam--Minyak utk menumis--,6,ayam
Suwir Ayam Balado 😋,1/2 ekor ayam--Bawang putih--Bawang Merah 12 siung atau sesuai selera--1 ons Cabai Merah--3 lembar daun jeruk--Secukupnya garam--Secukupnya gula--Secukupnya penyedap rasa (Royko ayam or masako ayam)--,8,ayam
Mie Ayam Abang2,"Bahan ayam kecap :--2 potong dada ayam, potong dadu--1 ruas lengkuas, geprek--1 ruas jahe, geprek--1 lembar daun salam--2 lembar daun jeruk--1,5 sdm kecap manis--1/2 sdt gula pasir / sesuai selera--Secukupnya garam--Bumbu halus ayam kecap :--3 bawang merah--3 siung bawang putih--1/4 sdt merica--1 ruas kunyit / kunyit bubuk atau giling--1 sdt ketumbar sangrai--1 kemiri--1 batang serai, ambil bagian putihnya--Bahan minyak ayam :--6 sdm minyak goreng--2 siung bawang putih--Secukupnya kulit ayam--Bahan kuah :--Secukupnya air--Secukupnya tulang2 ayam--Secukupnya garam--Secukupnya daun bawang--Bahan sambal :--10 cabe rawit merah--2 cabe merah keriting--1 siung bawang putih--1/4 sdt garam--Pelengkap :--3 porsi mie, rebus--Secukupnya sawi, potong & rebus--Secukupnya daun bawang, iris--Secukupnya saos sambal belibis--",5,ayam
Bubur Ayam Bumbu Kuning,Bahan bubur:--1 gelas beras--6 gelas air--1/2 santan kara yang ukuran paling kecil--1 lembar daun salam--1 batang sereh (geprek)--secukupnya Garam--Bahan bumbu kuning:--4 siung bawang merah--3 siung bawang putih--1 ruas jahe--1 butir kemiri--1 batang sereh (geprek)--1 sdt kunyit bubuk--secukupnya Garam--secukupnya Merica--secukupnya Kaldu bubuk--1 (1/2 gelas) air--Sedikit minyak untuk menumis--Bahan pelengkap:--Ayam suwir--Bawang goreng--Seledri--Kerupuk bawang--,0,ayam
Pentol Ayam Bumbu Kecap,1 kg Ayam--6 Siung bawang merah--4 Siung bawang putih--Garam--Gula--Masako--1 butir telur Ayam--Tepung Kanji--Daun sop--Lombok Merah--Lombok hijau--Pala--Ketumbar--Blue Band (untuk menumis)--Kecap Manis--Tomat--Air--,1,ayam
Germasem Ayam Kampung,1 ekor ayam kampung cuci bersih--10 siung bawang merah--2 siung bawang putih kating--4 biji kemiri--10 buah cabe--10 buah cabe rawit/cengek--1/2 sdm merica bubuk--4 cm jahe--6 cm lengkuas/laos--3 helai daun salam--4 helai daun jeruk (disobek)--1 batang serai digeprek--2 buah tomat--1/2 sdm gula pasir--1/2 sdm garam--Penyedap secukupnya jika suka--,2,ayam
Sup ayam brokoli,"1 bonggol brokoli--2 sayap ayam--2 batang wortel, potong2--1 buah kentang, potong dadu--1 batang seledri, iris2--1 batang daun bawang, iris2--3 butir bawang merah--2 siung bawang putih--secukupnya Garam dan ada bubuk--",20,ayam
Ayam Bumbu Kuning,"1/2 kg ayam,bersihkan--1 batang serai,memarkan--1 ruas lengkuas besar,memarkan--1 lembar daun salam--1 lembar daun jeruk--secukupnya Air--Bumbu halus:--2 siung bawang putih--4 siung bawang merah--1 ruas jahe,bakar sebentar--1 ruas kunyit,bakar sebentar--2 biji kemiri,bakar sebentar--1 sdt ketumbar--Secukupnya garam--Secukupnya gula--Secukupnya merica--Minyak untuk menumis--",2,ayam
Sambal Ayam gecok sederhana🍗,"1 Ayam goreng (me:paha)--👉🏻Bahan sambal:--20 cabe rawit (optional)--1 siung bawang putih kecil--1 siung bawang merah kecil--1 buah jeruk limo kecil--Tomat sesuai selera (me :2 tomat cherry)--Royco,gula,penyedap rasa (optional)--",9,ayam
Kuah Soto ayam simple,"bumbu halus :--3 bawang putih--1/2 sdt ketumbar--10 butir lada/lada bubuk sedikit jg bs--1 kemiri--1 ruas jari kunyit--1/4 ekor ayam bagian dada, potong2--2 lembar salam--1 lembar daun jeruk.. ditambah jg bs.. kalo anak2ku kurang suka bau na--1 batang sereh geprek--1 ruas jari jahe geprek--1 batang daun bawang dan sedikit seledri potong2--bawang goreng--secukupnya garam dan kaldu bubuk--3/4 gayung air utk merebus--minyak utk menumis bumbu--",6,ayam
Ayam serundeng,1 ekor ayam potong sesuai selera--1/4 buah kelapa parut--3 lembar daun salam--Bumbu halus;--1 ruas jari kunyit--2 ruas jari lengkuas--4 buah bawang merah--2 buah bawang putih--3 butir kemiri--1/2 sdm ketumbar--Secukupnya garam--Secukupnya air dan minyak goreng--,3,ayam
Kare ayam 🐔,"1 ekor ayam--500 ml santan kental--200 ml air--3 lembar daun jeruk--1 batang serai, memarkan--1 bks royco ayam--1 sdt gula--bumbu halus :--7 bawang merah--6 bawang putih--3 buah kemiri--1 sdt ketumbar--3 cm kunyit--1 ruas jahe--1/2 sdt merica bubuk--1/2 sdt garam--",6,ayam
Ayam Jamur Lada Hitam,"350 gr ayam fillet--Jamur kancing secukupnya (iris)--Brokoli secukupnya (iris)--1/2 buah bawang bombay (iris)--2 sdm lada hitam butiran (digerus)--2 sdm kecap manis--1 sdm saus tiram--3 sdm saus sambal--1 sdt kecap asin--secukupnya Garam, gula--2 cm jahe (iris)--1 sdm tepung maizena (larutkan dengan 50ml air)--3 siung bawang putih (cincang halus)--secukupnya Air--",7,ayam
Ayam Geprek Bensu,"1 Ekor ayam--Tepung Sasa Kentucky--Telur--Bumbu halus--Bawang putih--Merica--Garam--Sedikit penyedap rasa saya pakai M*g*c--Minyak goreng--Bumbu sambel--Cabai krting merah no rawit agar anak2 bisa ikutan makan jg--Bawang putih--Sedikit tomat--Garam, gula--",6,ayam
